Customer,State,Coverage,Education,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
DR77208,California,Extended,Bachelor,Unemployed,M,0,Rural,Married,85,7,6,0,2,Personal L2,Call Center,58.714775,Two-Door Car,Medsize
PR31509,Nevada,Basic,Bachelor,Unemployed,M,0,Suburban,Married,71,31,70,0,3,Personal L3,Branch,340.8,Four-Door Car,Medsize
BW43011,California,Basic,High School or Below,Unemployed,M,0,Suburban,Single,112,13,13,0,1,Personal L2,Agent,806.4,SUV,Medsize
YP96182,Oregon,Basic,Master,Employed,M,31385,Rural,Divorced,69,31,5,0,1,Personal L2,Agent,68.193193,Four-Door Car,Medsize
WI58274,Oregon,Basic,College,Employed,F,68261,Rural,Married,102,11,81,0,4,Personal L1,Agent,84.097896,Sports Car,Medsize
UH76090,California,Extended,Bachelor,Unemployed,F,0,Suburban,Single,136,31,75,4,3,Personal L1,Call Center,1237.257917,SUV,Medsize
VF36700,Oregon,Extended,Master,Retired,F,20983,Urban,Single,97,10,52,1,2,Personal L2,Branch,451.751555,Four-Door Car,Medsize
AT18041,California,Basic,High School or Below,Employed,F,63471,Suburban,Married,67,0,71,0,1,Personal L1,Agent,387.71779,Two-Door Car,Large
TB54645,Oregon,Extended,Bachelor,Disabled,F,27369,Urban,Married,77,13,40,0,1,Personal L3,Call Center,331.94306,Four-Door Car,Medsize
LX11170,Oregon,Basic,High School or Below,Employed,F,36839,Rural,Married,61,22,93,0,3,Personal L3,Agent,152.496995,Four-Door Car,Medsize
RO43614,Washington,Basic,Bachelor,Unemployed,F,0,Suburban,Single,65,19,54,2,1,Personal L1,Agent,312,Four-Door Car,Medsize
QS36363,Arizona,Premium,High School or Below,Employed,F,26149,Suburban,Married,157,2,17,0,7,Personal L3,Web,753.6,SUV,Medsize
XC43591,Oregon,Premium,College,Employed,M,24571,Suburban,Married,109,21,22,0,2,Personal L3,Agent,523.2,Four-Door Car,Medsize
JH14651,Washington,Extended,Master,Employed,M,60244,Urban,Married,83,3,72,3,1,Personal L3,Agent,326.281835,Four-Door Car,Medsize
YG42297,Arizona,Basic,College,Unemployed,M,0,Urban,Married,72,0,45,0,4,Personal L3,Web,216.700125,Four-Door Car,Medsize
TY31217,Washington,Premium,Bachelor,Employed,F,51643,Suburban,Single,283,16,43,0,1,Personal L3,Agent,1358.4,Luxury Car,Medsize
KU69274,Arizona,Extended,High School or Below,Disabled,F,17157,Suburban,Married,123,33,15,0,2,Personal L3,Agent,770.746666,SUV,Small
MU53420,Oregon,Basic,High School or Below,Unemployed,M,0,Suburban,Married,73,17,44,0,7,Personal L3,Call Center,496.474767,Two-Door Car,Medsize
RE36747,Nevada,Extended,High School or Below,Medical Leave,M,17308,Suburban,Married,82,10,86,0,1,Personal L2,Branch,874.324338,Four-Door Car,Small
IN78205,Arizona,Basic,College,Unemployed,F,0,Suburban,Single,118,18,9,0,3,Personal L1,Agent,849.6,SUV,Medsize
AH39293,California,Basic,College,Employed,M,72302,Suburban,Divorced,66,6,27,0,1,Personal L1,Agent,316.8,Two-Door Car,Medsize
IF30418,California,Basic,Master,Employed,F,34990,Rural,Single,65,23,73,0,1,Personal L3,Web,42.689135,Four-Door Car,Medsize
QH51455,Arizona,Premium,College,Unemployed,M,0,Suburban,Married,107,21,65,0,1,Personal L3,Agent,513.6,Four-Door Car,Medsize
UZ60774,Nevada,Extended,Bachelor,Unemployed,F,0,Suburban,Single,87,23,73,1,5,Personal L3,Branch,626.4,Four-Door Car,Medsize
AD63766,Oregon,Extended,Bachelor,Unemployed,M,0,Suburban,Married,81,22,26,0,1,Personal L2,Branch,388.8,Two-Door Car,Large
MN19541,Arizona,Basic,College,Unemployed,M,0,Suburban,Single,61,18,96,0,1,Personal L1,Web,393.215919,Four-Door Car,Medsize
SF38922,Oregon,Basic,College,Employed,M,33760,Rural,Married,102,24,11,0,2,Personal L1,Branch,123.491865,SUV,Medsize
ST91578,California,Extended,Master,Unemployed,M,0,Rural,Divorced,90,3,76,0,7,Personal L3,Call Center,144.776935,Four-Door Car,Medsize
EC51047,California,Extended,Bachelor,Employed,F,31991,Suburban,Single,81,15,22,3,2,Personal L2,Agent,548.321886,Four-Door Car,Small
EV46476,California,Basic,Bachelor,Disabled,M,20169,Suburban,Married,112,35,81,1,3,Personal L3,Web,537.6,SUV,Small
HB59616,Washington,Basic,College,Unemployed,F,0,Suburban,Single,64,29,72,0,6,Personal L2,Agent,307.2,Two-Door Car,Large
HR64765,Washington,Extended,High School or Below,Unemployed,M,0,Suburban,Single,244,10,99,0,1,Personal L3,Branch,1756.8,Luxury Car,Small
FM70419,Oregon,Basic,College,Unemployed,M,0,Suburban,Single,72,4,61,1,4,Personal L3,Web,518.4,Four-Door Car,Medsize
GX51965,California,Basic,High School or Below,Employed,M,95697,Rural,Married,107,29,29,0,9,Personal L1,Agent,178.006524,Sports Car,Medsize
OS75351,Oregon,Basic,College,Unemployed,M,0,Suburban,Single,70,24,10,0,1,Personal L1,Branch,425.266308,Four-Door Car,Medsize
TU25694,Oregon,Basic,High School or Below,Unemployed,M,0,Suburban,Single,70,20,44,0,1,Personal L3,Call Center,504,Four-Door Car,Medsize
JS90115,Nevada,Basic,High School or Below,Employed,F,64559,Rural,Divorced,62,31,90,0,2,Personal L3,Agent,107.538749,Four-Door Car,Medsize
SU41739,California,Extended,College,Unemployed,M,0,Urban,Married,124,23,30,0,7,Personal L3,Branch,473.469932,SUV,Small
TJ82551,Nevada,Premium,Bachelor,Employed,F,46928,Suburban,Married,102,31,15,1,1,Personal L1,Web,631.402071,Four-Door Car,Medsize
VG16827,California,Basic,Master,Employed,F,79487,Suburban,Divorced,114,20,87,0,1,Personal L2,Branch,547.2,SUV,Medsize
KJ48497,Oregon,Basic,High School or Below,Unemployed,F,0,Suburban,Single,106,7,39,0,6,Personal L2,Agent,850.593038,SUV,Medsize
NA27429,Nevada,Extended,High School or Below,Employed,F,82477,Suburban,Married,90,1,69,0,1,Personal L3,Agent,432,Two-Door Car,Large
AZ38648,Washington,Basic,Master,Retired,F,21514,Urban,Married,62,0,59,0,2,Personal L3,Agent,257.248789,Two-Door Car,Medsize
SR53077,Nevada,Basic,High School or Below,Employed,F,57231,Urban,Married,65,35,37,0,1,Personal L3,Branch,305.117221,Four-Door Car,Medsize
BC86800,California,Extended,Bachelor,Employed,F,84598,Suburban,Married,89,8,7,2,1,Personal L3,Call Center,639.267653,Two-Door Car,Small
JI42730,Arizona,Extended,High School or Below,Employed,M,84493,Suburban,Married,92,29,19,0,1,Personal L3,Agent,441.6,Four-Door Car,Small
VF21170,California,Basic,Bachelor,Employed,F,37277,Urban,Married,109,24,27,1,9,Personal L2,Agent,417.72438,SUV,Medsize
MP25903,Oregon,Basic,High School or Below,Unemployed,M,0,Suburban,Married,71,6,46,0,1,Personal L3,Agent,497.392925,Two-Door Car,Small
XB86235,Arizona,Basic,Doctor,Disabled,M,14710,Suburban,Single,112,25,86,0,2,Personal L2,Agent,537.6,Sports Car,Medsize
UM83813,Oregon,Basic,Bachelor,Unemployed,F,0,Suburban,Single,194,13,83,0,3,Personal L1,Web,1396.8,Luxury SUV,Small
JW45704,California,Basic,Bachelor,Unemployed,M,0,Suburban,Married,64,33,98,0,1,Personal L3,Agent,431.768752,Four-Door Car,Medsize
AX39008,Oregon,Basic,Bachelor,Employed,M,80409,Urban,Divorced,74,28,72,0,2,Personal L3,Call Center,262.984836,Two-Door Car,Medsize
RM34371,Nevada,Basic,Bachelor,Unemployed,F,0,Suburban,Married,64,28,43,0,7,Personal L2,Branch,345.345026,Two-Door Car,Medsize
YD74214,California,Extended,College,Employed,F,94903,Suburban,Married,94,3,38,0,1,Personal L2,Agent,451.2,Two-Door Car,Small
AR99766,Nevada,Basic,Bachelor,Employed,F,82534,Rural,Single,118,15,56,0,1,Personal L3,Agent,4.23752,SUV,Medsize
ZA30025,Arizona,Extended,Bachelor,Unemployed,M,0,Suburban,Single,121,2,18,0,1,Personal L1,Call Center,1215.970113,SUV,Medsize
IE85867,Arizona,Premium,High School or Below,Employed,F,46587,Suburban,Divorced,119,34,74,2,2,Personal L3,Call Center,571.2,Four-Door Car,Medsize
XK52242,California,Extended,Bachelor,Employed,M,32245,Rural,Married,124,4,58,0,8,Personal L2,Agent,257.502471,SUV,Medsize
RP12388,Arizona,Basic,Bachelor,Employed,M,39886,Urban,Married,64,34,59,1,2,Personal L3,Web,290.359207,Two-Door Car,Medsize
RS60249,Oregon,Basic,Bachelor,Unemployed,M,0,Suburban,Single,62,13,8,0,5,Personal L2,Branch,446.4,Two-Door Car,Medsize
SH36838,Arizona,Basic,High School or Below,Unemployed,M,0,Suburban,Single,74,22,50,0,3,Personal L3,Branch,532.8,Four-Door Car,Medsize
AJ32539,Oregon,Basic,Bachelor,Employed,M,25860,Suburban,Married,72,12,46,0,1,Personal L3,Web,345.6,Four-Door Car,Medsize
VQ48245,Washington,Extended,Master,Employed,F,77882,Suburban,Married,79,17,36,0,1,Personal L3,Web,379.2,Four-Door Car,Small
ID15010,Oregon,Extended,Doctor,Employed,M,24164,Suburban,Divorced,137,2,40,0,5,Personal L3,Agent,657.6,Sports Car,Medsize
RH28799,Arizona,Basic,College,Unemployed,M,0,Suburban,Single,70,29,30,0,1,Personal L3,Call Center,341.329847,Four-Door Car,Medsize
WC72942,Oregon,Extended,High School or Below,Employed,M,66169,Rural,Married,96,35,30,1,1,Personal L2,Web,156.429591,Two-Door Car,Small
LR82110,Nevada,Basic,Doctor,Medical Leave,F,23638,Suburban,Married,102,32,62,0,2,Personal L2,Web,489.6,SUV,Medsize
JE19783,Arizona,Extended,Bachelor,Employed,M,26436,Suburban,Divorced,83,0,10,0,5,Personal L3,Branch,398.4,Two-Door Car,Small
MX97096,Nevada,Extended,College,Unemployed,F,0,Suburban,Single,78,23,93,1,1,Personal L2,Branch,374.4,Four-Door Car,Medsize
TD51026,Arizona,Basic,Bachelor,Medical Leave,M,13154,Suburban,Married,102,0,42,0,4,Personal L2,Branch,489.6,SUV,Medsize
SD75391,California,Basic,Master,Retired,F,24173,Urban,Married,70,16,96,0,1,Personal L2,Web,181.468292,Four-Door Car,Medsize
RV52244,Arizona,Basic,Bachelor,Employed,F,31357,Rural,Married,63,2,88,0,1,Personal L3,Branch,2.016239,Four-Door Car,Medsize
WA59097,Oregon,Basic,College,Employed,F,40417,Rural,Married,71,34,4,1,8,Personal L3,Agent,130.303439,Four-Door Car,Large
TV23956,Washington,Basic,High School or Below,Unemployed,M,0,Suburban,Single,63,30,6,1,1,Personal L2,Agent,453.6,Four-Door Car,Small
XQ81794,Arizona,Basic,High School or Below,Employed,M,93872,Urban,Married,64,23,6,0,6,Personal L3,Web,206.495442,Four-Door Car,Medsize
BB21794,Oregon,Basic,Bachelor,Employed,F,29853,Rural,Single,69,8,36,0,6,Personal L2,Agent,76.586018,Four-Door Car,Medsize
KJ55021,Washington,Basic,College,Disabled,F,29111,Suburban,Married,63,3,65,0,5,Personal L2,Branch,302.4,Four-Door Car,Medsize
HX45529,Oregon,Extended,Master,Employed,M,37282,Urban,Married,79,1,49,0,2,Personal L3,Branch,222.508607,Four-Door Car,Small
XY78443,Arizona,Basic,College,Unemployed,F,0,Suburban,Single,62,32,45,0,1,Personal L3,Agent,297.6,Two-Door Car,Medsize
KQ38375,California,Extended,Bachelor,Unemployed,F,0,Suburban,Married,133,4,58,0,8,Personal L2,Call Center,945.169882,SUV,Medsize
YE46109,Arizona,Extended,College,Medical Leave,F,26367,Rural,Married,139,7,26,0,3,Personal L2,Branch,105.991559,SUV,Small
TT30338,Arizona,Basic,Master,Employed,F,89586,Suburban,Married,63,28,40,1,2,Personal L3,Call Center,302.4,Four-Door Car,Medsize
MC22692,Washington,Extended,High School or Below,Employed,F,86642,Urban,Married,87,14,12,0,9,Personal L2,Branch,234.057985,Two-Door Car,Small
KE83023,Oregon,Extended,Bachelor,Employed,M,27279,Suburban,Married,137,30,77,0,5,Personal L1,Branch,770.227699,SUV,Medsize
HT96569,Oregon,Basic,Bachelor,Employed,M,57117,Suburban,Married,67,6,29,0,1,Personal L3,Branch,321.6,Four-Door Car,Small
GO27855,Oregon,Extended,College,Employed,F,64600,Rural,Married,86,22,30,0,3,Personal L3,Web,168.28738,Four-Door Car,Small
UX71974,California,Basic,College,Employed,M,42218,Rural,Divorced,180,15,38,3,2,Personal L3,Call Center,212.130344,Luxury Car,Small
QQ37605,Washington,Basic,Master,Employed,F,26047,Urban,Married,64,19,39,1,1,Personal L2,Branch,187.903224,Four-Door Car,Medsize
BL79888,Oregon,Basic,High School or Below,Employed,F,20090,Suburban,Married,109,10,59,0,2,Personal L2,Agent,523.2,Sports Car,Medsize
WF91295,Oregon,Basic,High School or Below,Disabled,F,11904,Suburban,Single,61,34,11,2,3,Personal L2,Web,292.8,Two-Door Car,Small
NQ92014,California,Basic,High School or Below,Unemployed,F,0,Suburban,Single,106,34,39,0,1,Personal L2,Web,763.2,SUV,Medsize
RP33869,Washington,Basic,Bachelor,Employed,F,49467,Suburban,Divorced,65,1,96,0,1,Personal L3,Call Center,413.695258,Two-Door Car,Small
TS31001,Oregon,Basic,Bachelor,Employed,M,55705,Rural,Divorced,113,8,58,0,2,Personal L3,Branch,149.90747,SUV,Medsize
BV57364,Arizona,Basic,College,Employed,M,50825,Urban,Married,102,3,46,0,3,Personal L2,Agent,369.614729,SUV,Medsize
FS84707,Nevada,Basic,Doctor,Employed,F,82108,Rural,Divorced,67,17,63,0,1,Personal L2,Web,52.804096,Four-Door Car,Small
XT58648,Arizona,Basic,High School or Below,Employed,F,64125,Urban,Married,108,3,44,0,3,Personal L2,Branch,369.818708,SUV,Large
WZ63975,California,Basic,High School or Below,Medical Leave,F,22319,Suburban,Married,63,3,41,1,1,Personal L3,Agent,302.4,Two-Door Car,Small
RQ72272,Arizona,Basic,College,Employed,M,94304,Urban,Divorced,71,31,41,0,1,Personal L2,Call Center,182.815897,Two-Door Car,Medsize
LW50691,Nevada,Premium,College,Employed,F,96269,Rural,Divorced,118,2,52,0,8,Personal L2,Web,58.776508,Four-Door Car,Medsize
DQ54144,Arizona,Basic,High School or Below,Unemployed,F,0,Suburban,Married,118,12,45,0,3,Personal L2,Agent,566.4,SUV,Small
SE62920,California,Basic,Bachelor,Employed,M,63909,Rural,Married,112,24,50,0,8,Personal L3,Branch,206.911942,SUV,Medsize
PL54420,Arizona,Basic,Bachelor,Employed,F,33190,Suburban,Divorced,106,18,95,0,2,Personal L3,Web,508.8,SUV,Medsize
QG22665,Arizona,Basic,College,Employed,M,43723,Suburban,Married,66,31,61,3,7,Personal L3,Agent,316.8,Four-Door Car,Small
AV17528,Nevada,Basic,High School or Below,Employed,F,42600,Suburban,Married,115,10,78,0,3,Personal L2,Branch,660.136987,Sports Car,Medsize
ZU88796,Arizona,Basic,Bachelor,Employed,F,87802,Urban,Married,63,2,43,5,1,Personal L2,Agent,173.899238,Four-Door Car,Small
SD96596,Washington,Extended,High School or Below,Employed,F,34087,Urban,Single,235,12,49,0,6,Personal L2,Branch,889.518521,Luxury SUV,Medsize
LT98784,Oregon,Basic,Master,Medical Leave,M,18129,Suburban,Single,69,21,56,0,5,Personal L3,Agent,364.695093,Four-Door Car,Medsize
OQ45659,Arizona,Premium,College,Employed,F,45431,Suburban,Married,116,23,81,0,2,Personal L3,Branch,556.8,Four-Door Car,Medsize
ZS66375,California,Basic,Bachelor,Unemployed,F,0,Suburban,Single,71,10,44,0,2,Personal L3,Agent,511.2,Four-Door Car,Medsize
JD19036,Arizona,Extended,Master,Employed,F,41671,Urban,Single,136,15,30,0,2,Personal L1,Agent,570.388228,SUV,Medsize
YO11701,Oregon,Basic,High School or Below,Employed,M,53231,Suburban,Married,101,23,26,0,3,Personal L3,Call Center,484.8,SUV,Small
KO73340,Oregon,Basic,College,Employed,M,77299,Rural,Married,66,11,71,0,1,Personal L1,Branch,151.872106,Four-Door Car,Medsize
BV53716,Oregon,Basic,High School or Below,Employed,F,93348,Rural,Married,65,23,50,0,8,Personal L3,Call Center,108.567965,Four-Door Car,Medsize
CV95479,California,Premium,Bachelor,Unemployed,M,0,Suburban,Single,107,9,96,2,1,Personal L2,Agent,770.4,Four-Door Car,Small
RE63028,Nevada,Extended,High School or Below,Employed,F,87210,Urban,Single,81,3,26,0,9,Personal L2,Call Center,353.592003,Four-Door Car,Medsize
LN37854,Arizona,Basic,College,Unemployed,F,0,Suburban,Single,73,33,8,0,2,Personal L1,Call Center,525.6,Four-Door Car,Small
MU76701,Washington,Extended,College,Employed,F,62445,Suburban,Married,98,19,12,1,1,Personal L2,Call Center,681.167228,Four-Door Car,Small
EB30823,California,Basic,College,Unemployed,M,0,Suburban,Single,67,20,55,1,2,Personal L2,Call Center,482.4,Four-Door Car,Medsize
SB61617,California,Basic,Master,Employed,M,39910,Suburban,Single,112,16,4,0,5,Personal L2,Call Center,561.499579,SUV,Medsize
DY92795,Oregon,Extended,Bachelor,Employed,F,83252,Suburban,Married,80,4,98,0,1,Personal L1,Call Center,384,Four-Door Car,Medsize
WZ92405,Nevada,Basic,College,Employed,F,31723,Urban,Married,62,23,53,0,2,Personal L1,Branch,242.628654,Two-Door Car,Medsize
WL21375,Arizona,Premium,High School or Below,Unemployed,F,0,Suburban,Married,112,15,29,3,7,Personal L3,Call Center,747.658769,Four-Door Car,Medsize
KL83882,Nevada,Extended,Bachelor,Employed,F,72661,Suburban,Married,83,17,21,1,4,Personal L3,Branch,398.4,Four-Door Car,Small
ET87938,Oregon,Basic,College,Retired,M,24711,Suburban,Divorced,62,15,11,0,6,Personal L3,Call Center,362.989533,Two-Door Car,Small
UM17151,California,Basic,Bachelor,Unemployed,M,0,Suburban,Single,67,15,91,3,1,Personal L2,Agent,413.606733,Two-Door Car,Medsize
MS11057,Oregon,Premium,Bachelor,Employed,M,84539,Rural,Married,119,10,71,0,4,Personal L3,Call Center,65.428481,Four-Door Car,Medsize
UU99893,Arizona,Extended,Master,Employed,F,42677,Suburban,Divorced,96,5,20,0,3,Personal L3,Branch,1084.95655,Four-Door Car,Small
FE93665,Oregon,Basic,High School or Below,Unemployed,F,0,Suburban,Single,72,8,54,0,2,Personal L2,Agent,518.4,Two-Door Car,Medsize
AN53225,Washington,Extended,High School or Below,Unemployed,M,0,Suburban,Single,76,8,77,0,2,Personal L1,Agent,364.8,Two-Door Car,Medsize
AR25213,Arizona,Basic,High School or Below,Employed,M,40858,Suburban,Married,184,10,62,0,1,Personal L3,Agent,883.2,Luxury SUV,Large
JL15127,Nevada,Basic,College,Employed,M,37256,Rural,Married,62,15,7,0,2,Personal L3,Branch,128.969729,Four-Door Car,Medsize
SD42668,Washington,Basic,Bachelor,Unemployed,M,0,Suburban,Single,74,19,71,0,3,Personal L1,Agent,532.8,Four-Door Car,Medsize
DW37404,California,Basic,Bachelor,Employed,F,20532,Urban,Divorced,67,20,68,0,2,Personal L2,Branch,282.657499,Four-Door Car,Large
XM87301,Oregon,Basic,Bachelor,Unemployed,M,0,Suburban,Single,66,23,1,0,1,Personal L3,Web,596.494439,Four-Door Car,Medsize
TJ46491,Oregon,Extended,College,Employed,F,22946,Suburban,Married,76,18,72,0,8,Personal L3,Agent,377.350433,Four-Door Car,Large
KA98111,Washington,Basic,Bachelor,Employed,M,22475,Suburban,Married,64,25,40,1,1,Personal L3,Agent,307.2,Four-Door Car,Large
IM15816,Oregon,Basic,High School or Below,Employed,F,79440,Urban,Divorced,117,11,19,0,8,Personal L3,Web,500.638118,SUV,Medsize
ZT63368,Arizona,Basic,College,Unemployed,M,0,Suburban,Single,74,2,51,0,1,Personal L3,Agent,470.956628,Four-Door Car,Medsize
VU79621,Oregon,Basic,Master,Unemployed,M,0,Suburban,Divorced,108,10,42,0,6,Personal L2,Branch,518.4,Sports Car,Large
HP20623,California,Basic,High School or Below,Employed,F,70988,Suburban,Married,65,3,82,0,7,Personal L1,Web,312,Four-Door Car,Medsize
YS71471,Arizona,Basic,High School or Below,Employed,M,45754,Suburban,Divorced,69,34,88,0,1,Personal L3,Web,333.189774,Two-Door Car,Medsize
VW74085,Oregon,Basic,High School or Below,Employed,F,48278,Rural,Married,74,22,7,0,4,Personal L3,Web,98.198664,Two-Door Car,Medsize
YD76280,Oregon,Basic,High School or Below,Employed,M,22087,Suburban,Married,61,29,3,2,1,Personal L2,Agent,292.8,Two-Door Car,Small
MO65595,Nevada,Extended,Bachelor,Unemployed,F,0,Suburban,Married,92,18,79,0,1,Personal L3,Branch,571.593637,Two-Door Car,Medsize
VA65117,Oregon,Basic,High School or Below,Unemployed,M,0,Suburban,Single,110,0,66,0,7,Personal L1,Branch,1138.687583,SUV,Medsize
KG16176,Washington,Basic,College,Unemployed,F,0,Urban,Married,66,30,34,0,1,Personal L2,Agent,167.073308,Four-Door Car,Medsize
NT79981,Nevada,Extended,High School or Below,Disabled,F,13199,Suburban,Divorced,93,23,22,0,1,Personal L3,Agent,582.462008,Four-Door Car,Medsize
AD33971,California,Basic,Doctor,Unemployed,M,0,Suburban,Married,68,15,52,0,2,Personal L3,Web,326.4,Four-Door Car,Medsize
JR84006,Washington,Basic,High School or Below,Employed,M,74624,Suburban,Married,62,16,71,1,1,Personal L2,Branch,297.6,Four-Door Car,Medsize
FN66436,California,Extended,College,Employed,F,54311,Urban,Married,90,20,41,0,2,Personal L3,Agent,385.572011,Two-Door Car,Medsize
YX84828,Oregon,Basic,Bachelor,Unemployed,F,0,Suburban,Married,68,6,95,0,5,Personal L3,Agent,326.4,Two-Door Car,Small
JH94846,California,Extended,Bachelor,Disabled,F,19240,Suburban,Married,99,25,69,0,1,Personal L2,Call Center,475.2,Four-Door Car,Small
TX73398,Nevada,Premium,Bachelor,Unemployed,M,0,Suburban,Single,113,3,91,0,1,Personal L3,Agent,813.6,Two-Door Car,Medsize
RX45809,California,Basic,College,Employed,M,37899,Rural,Married,187,9,11,0,5,Personal L1,Branch,246.993145,Luxury SUV,Medsize
RN86953,California,Basic,High School or Below,Employed,F,69674,Suburban,Married,62,14,18,1,2,Personal L1,Branch,297.6,Two-Door Car,Medsize
